imgurl,date,playerurl,title,bnumber,issue,assetindex
https://dlcs.io/iiif-img/2/1/a11d9eda-bc47-4a29-9c43-57fc34b96ad5/0%2c0%2c2306%2c3817/212%2c321/0/default.jpg,1943-02-06T00:00:00,http://wellcomelibrary.org/item/b19974760#?c=0&m=1006&s=0&cv=63,"The chemist and druggist, issue 3287 - 6. February 1943",b19974760,1006,63
https://dlcs.io/iiif-img/2/1/04dbf58a-c353-4dbc-8ea3-b2b6a7bdd824/0%2c0%2c2306%2c3817/212%2c321/0/default.jpg,1943-02-27T00:00:00,http://wellcomelibrary.org/item/b19974760#?c=0&m=1009&s=0&cv=60,"The chemist and druggist, issue 3290 - 27. February 1943",b19974760,1009,60
https://dlcs.io/iiif-img/2/1/107f7cc0-ffcf-4a5a-a941-e02fe8a52f09/0%2c0%2c2306%2c3817/212%2c321/0/default.jpg,1943-03-06T00:00:00,http://wellcomelibrary.org/item/b19974760#?c=0&m=1010&s=0&cv=61,"The chemist and druggist, issue 3291 - 6. March 1943",b19974760,1010,61
https://dlcs.io/iiif-img/2/1/6c85aa7e-2485-411c-b9ef-cbf8adb032c6/0%2c0%2c2306%2c3817/212%2c321/0/default.jpg,1943-04-03T00:00:00,http://wellcomelibrary.org/item/b19974760#?c=0&m=1014&s=0&cv=67,"The chemist and druggist, issue 3295 - 3. April 1943",b19974760,1014,67
https://dlcs.io/iiif-img/2/1/4962cd20-8142-435d-aa64-ea96609be70b/0%2c0%2c2306%2c3817/212%2c321/0/default.jpg,1943-05-01T00:00:00,http://wellcomelibrary.org/item/b19974760#?c=0&m=1018&s=0&cv=67,"The chemist and druggist, issue 3299 - 1. May 1943",b19974760,1018,67
https://dlcs.io/iiif-img/2/1/486d7e2d-9b48-4f10-928c-a8718da1a328/0%2c0%2c2306%2c3817/212%2c321/0/default.jpg,1943-06-05T00:00:00,http://wellcomelibrary.org/item/b19974760#?c=0&m=1023&s=0&cv=62,"The chemist and druggist, issue 3304 - 5. June 1943",b19974760,1023,62
https://dlcs.io/iiif-img/2/1/51deb812-eb3b-428e-a3fe-46f2d95d3c07/0%2c0%2c2306%2c3817/212%2c321/0/default.jpg,1943-07-03T00:00:00,http://wellcomelibrary.org/item/b19974760#?c=0&m=1039&s=0&cv=59,"The chemist and druggist, issue 3308 - 3. July 1943",b19974760,1039,59
https://dlcs.io/iiif-img/2/1/8ffb0c8b-cc93-4786-9a7f-9140008b2323/0%2c0%2c2306%2c3817/212%2c321/0/default.jpg,1943-09-04T00:00:00,http://wellcomelibrary.org/item/b19974760#?c=0&m=1048&s=0&cv=57,"The chemist and druggist, issue 3317 - 4. September 1943",b19974760,1048,57
https://dlcs.io/iiif-img/2/1/b2e420d7-6f8e-4567-a352-ea7a386cd8cf/0%2c0%2c2306%2c3817/212%2c321/0/default.jpg,1943-10-02T00:00:00,http://wellcomelibrary.org/item/b19974760#?c=0&m=1052&s=0&cv=57,"The chemist and druggist, issue 3321 - 2. October 1943",b19974760,1052,57
https://dlcs.io/iiif-img/2/1/82f06e56-db93-4f72-b570-2c14a81397c3/0%2c0%2c2306%2c3817/212%2c321/0/default.jpg,1943-10-16T00:00:00,http://wellcomelibrary.org/item/b19974760#?c=0&m=1054&s=0&cv=60,"The chemist and druggist, issue 3323 - 16. October 1943",b19974760,1054,60
https://dlcs.io/iiif-img/2/1/1d7b79ca-0188-4f04-8623-2873aba1ff6e/0%2c0%2c2306%2c3817/212%2c321/0/default.jpg,1943-11-06T00:00:00,http://wellcomelibrary.org/item/b19974760#?c=0&m=1057&s=0&cv=61,"The chemist and druggist, issue 3326 - 6. November 1943",b19974760,1057,61
https://dlcs.io/iiif-img/2/1/069a7dea-8b14-4807-ab9a-50e2de313148/0%2c0%2c2306%2c3817/212%2c321/0/default.jpg,1943-12-04T00:00:00,http://wellcomelibrary.org/item/b19974760#?c=0&m=1061&s=0&cv=63,"The chemist and druggist, issue 3330 - 4. December 1943",b19974760,1061,63
https://dlcs.io/iiif-img/2/1/48f42cbe-5a1f-47e7-b7c2-0b32197f9be6/0%2c0%2c2306%2c3817/212%2c321/0/default.jpg,1944-01-01T00:00:00,http://wellcomelibrary.org/item/b19974760#?c=0&m=1065&s=0&cv=67,"The chemist and druggist, issue 3334 - 1. January 1944",b19974760,1065,67
https://dlcs.io/iiif-img/2/1/ff857c8f-fc22-4c9f-9ba4-2426e014b4f8/0%2c0%2c2306%2c3817/212%2c321/0/default.jpg,1944-01-22T00:00:00,http://wellcomelibrary.org/item/b19974760#?c=0&m=1068&s=0&cv=62,"The chemist and druggist, issue 3337 - 22. January 1944",b19974760,1068,62
https://dlcs.io/iiif-img/2/1/bea4a9c0-dcfd-4530-bdf9-181d570db815/0%2c0%2c2306%2c3817/212%2c321/0/default.jpg,1944-03-04T00:00:00,http://wellcomelibrary.org/item/b19974760#?c=0&m=1074&s=0&cv=15,"The chemist and druggist, issue 3343 - 4. March 1944",b19974760,1074,15
https://dlcs.io/iiif-img/2/1/551098c6-4573-4cb1-bb59-90b9944c5b24/0%2c0%2c2306%2c3817/212%2c321/0/default.jpg,1944-04-01T00:00:00,http://wellcomelibrary.org/item/b19974760#?c=0&m=1078&s=0&cv=65,"The chemist and druggist, issue 3347 - 1. April 1944",b19974760,1078,65
https://dlcs.io/iiif-img/2/1/5c112f82-3631-4c3b-a2a3-860f7c9f875b/0%2c0%2c2306%2c3817/212%2c321/0/default.jpg,1944-04-22T00:00:00,http://wellcomelibrary.org/item/b19974760#?c=0&m=1081&s=0&cv=59,"The chemist and druggist, issue 3350 - 22. April 1944",b19974760,1081,59
https://dlcs.io/iiif-img/2/1/5e726fab-21bd-4053-a682-fc6870fb4be3/0%2c0%2c2306%2c3817/212%2c321/0/default.jpg,1944-05-06T00:00:00,http://wellcomelibrary.org/item/b19974760#?c=0&m=1083&s=0&cv=66,"The chemist and druggist, issue 3352 - 6. May 1944",b19974760,1083,66
https://dlcs.io/iiif-img/2/1/d4f87e54-8a97-419f-a17a-b8def1add1ea/0%2c0%2c2306%2c3817/212%2c321/0/default.jpg,1944-05-27T00:00:00,http://wellcomelibrary.org/item/b19974760#?c=0&m=1086&s=0&cv=22,"The chemist and druggist, issue 3355 - 27. May 1944",b19974760,1086,22
https://dlcs.io/iiif-img/2/1/913acaf5-4720-4f2b-b138-f7461e64ba53/0%2c0%2c2306%2c3817/212%2c321/0/default.jpg,1944-06-03T00:00:00,http://wellcomelibrary.org/item/b19974760#?c=0&m=1087&s=0&cv=25,"The chemist and druggist, issue 3356 - 3. June 1944",b19974760,1087,25
