imgurl,date,playerurl,title,bnumber,issue,assetindex
https://dlcs.io/iiif-img/2/1/3bc0688c-29b0-4799-a505-75f3dd4f204a/0%2c0%2c2306%2c3817/212%2c321/0/default.jpg,1931-10-17T00:00:00,http://wellcomelibrary.org/item/b19974760#?c=0&m=418&s=0&cv=7,"The chemist and druggist, issue 2697 - 17. October 1931",b19974760,418,7
https://dlcs.io/iiif-img/2/1/825911cd-aea4-4f25-9ffd-59384c4fba24/0%2c0%2c2306%2c3817/212%2c321/0/default.jpg,1931-10-17T00:00:00,http://wellcomelibrary.org/item/b19974760#?c=0&m=418&s=0&cv=15,"The chemist and druggist, issue 2697 - 17. October 1931",b19974760,418,15
https://dlcs.io/iiif-img/2/1/440a45ce-0c80-4666-8900-49ee366639a6/0%2c0%2c2306%2c3817/212%2c321/0/default.jpg,1931-10-31T00:00:00,http://wellcomelibrary.org/item/b19974760#?c=0&m=420&s=0&cv=7,"The chemist and druggist, issue 2699 - 31. October 1931",b19974760,420,7
https://dlcs.io/iiif-img/2/1/cd01d817-9aeb-4884-800c-85cff5d10246/0%2c0%2c2306%2c3817/212%2c321/0/default.jpg,1931-10-31T00:00:00,http://wellcomelibrary.org/item/b19974760#?c=0&m=420&s=0&cv=13,"The chemist and druggist, issue 2699 - 31. October 1931",b19974760,420,13
https://dlcs.io/iiif-img/2/1/774bca75-3b43-4b6b-bcbd-ae41db751de0/0%2c0%2c2306%2c3817/212%2c321/0/default.jpg,1931-11-14T00:00:00,http://wellcomelibrary.org/item/b19974760#?c=0&m=422&s=0&cv=71,"The chemist and druggist, issue 2701 - 14. November 1931",b19974760,422,71
https://dlcs.io/iiif-img/2/1/1128d014-932f-4451-a123-67015269622b/0%2c0%2c2306%2c3817/212%2c321/0/default.jpg,1931-11-28T00:00:00,http://wellcomelibrary.org/item/b19974760#?c=0&m=424&s=0&cv=7,"The chemist and druggist, issue 2703 - 28. November 1931",b19974760,424,7
https://dlcs.io/iiif-img/2/1/0707dae0-d59b-4bc9-982a-1b7363a473cd/0%2c0%2c2306%2c3817/212%2c321/0/default.jpg,1931-11-28T00:00:00,http://wellcomelibrary.org/item/b19974760#?c=0&m=424&s=0&cv=39,"The chemist and druggist, issue 2703 - 28. November 1931",b19974760,424,39
https://dlcs.io/iiif-img/2/1/a4c712ac-be01-418a-a53a-3408a3bf75f8/0%2c0%2c2306%2c3817/212%2c321/0/default.jpg,1931-12-12T00:00:00,http://wellcomelibrary.org/item/b19974760#?c=0&m=426&s=0&cv=75,"The chemist and druggist, issue 2705 - 12. December 1931",b19974760,426,75
https://dlcs.io/iiif-img/2/1/90dd5715-ee87-4e78-92ab-1578e5e1ae7d/0%2c0%2c2306%2c3817/212%2c321/0/default.jpg,1931-12-19T00:00:00,http://wellcomelibrary.org/item/b19974760#?c=0&m=427&s=0&cv=36,"The chemist and druggist, issue 2706 - 19. December 1931",b19974760,427,36
https://dlcs.io/iiif-img/2/1/b3131126-31a2-4960-8a65-f74543e4737a/0%2c0%2c2306%2c3817/212%2c321/0/default.jpg,1932-01-02T00:00:00,http://wellcomelibrary.org/item/b19974760#?c=0&m=429&s=0&cv=9,"The chemist and druggist, issue 2708 - 2. January 1932",b19974760,429,9
https://dlcs.io/iiif-img/2/1/8fb66488-50b5-47b3-8fdd-603c66455fd9/0%2c0%2c2306%2c3817/212%2c321/0/default.jpg,1932-01-16T00:00:00,http://wellcomelibrary.org/item/b19974760#?c=0&m=431&s=0&cv=7,"The chemist and druggist, issue 2710 - 16. January 1932",b19974760,431,7
https://dlcs.io/iiif-img/2/1/fe1c5f40-7baa-4c22-adb5-4d736b3c6a23/0%2c0%2c2306%2c3817/212%2c321/0/default.jpg,1932-01-16T00:00:00,http://wellcomelibrary.org/item/b19974760#?c=0&m=431&s=0&cv=69,"The chemist and druggist, issue 2710 - 16. January 1932",b19974760,431,69
https://dlcs.io/iiif-img/2/1/bf0375d0-4e41-483d-b773-8aa78a5ce87a/0%2c0%2c2306%2c3817/212%2c321/0/default.jpg,1932-01-30T00:00:00,http://wellcomelibrary.org/item/b19974760#?c=0&m=433&s=0&cv=75,"The chemist and druggist, issue 2712 - 30. January 1932",b19974760,433,75
https://dlcs.io/iiif-img/2/1/4f7625d1-638e-4e8c-9c73-0b2223b6856a/0%2c0%2c2306%2c3817/212%2c321/0/default.jpg,1932-02-06T00:00:00,http://wellcomelibrary.org/item/b19974760#?c=0&m=434&s=0&cv=14,"The chemist and druggist, issue 2713 - 6. February 1932",b19974760,434,14
